United_States_of_America,China,Germany,United_Kingdom,Japan,France,Korea__Republic_of,Italy,Canada,Netherlands,Mexico,Belgium,India,Spain,Singapore,Switzerland,Turkey,Thailand,Australia,Poland,Russian_Federation,Malaysia,Austria,Czech_Republic,Sweden,Brazil,Indonesia,Hungary,Philippines,Denmark,Ireland,Slovakia,South_Africa,Romania,Norway,Portugal,Israel,Finland,Chile,Greece,Colombia,New_Zealand,Peru,Slovenia,Bulgaria,Belarus,Lithuania,Kazakhstan,Croatia,Sri_Lanka,Tunisia,Luxembourg,Dominican_Republic,Guatemala,Ethiopia,Ecuador,Estonia,Costa_Rica,Uruguay,Tanzania__United_Republic_of
10157635,1720944,23546663,16407917,1472607,19280524,571163,10296153,654040,18073146,630246,0,2485655,5177257,628446,2511906,984547,456151,458783,1339686,648218,324159,1351851,869728,2411039,553488,211953,766996,141279,1512285,757044,246686,370022,256191,623955,1197227,2634141,766162,109598,827843,74791,135514,57633,141320,107391,62014,124474,50729,128292,162890,332928,3619050,27895,16909,37973,100888,45126,43742,14773,22014
9737138,1699093,2245142,2960626,2217681,1335895,1105631,1492773,745842,789421,391833,1505559,0,825797,1118772,346775,354875,673139,445302,146075,545529,772407,180333,85860,202228,542791,486259,67868,269197,194498,136750,27446,247496,32088,96905,160325,429487,80390,75124,144904,72753,79143,45348,30600,19216,13764,19115,44951,23387,602388,44498,6870,12117,10219,91150,11882,8992,9279,23074,87368
5197161,714407,13533889,9813163,1288124,19993394,327477,10006875,570563,4247095,1827071,3489119,147103,0,379270,1479218,1066141,218028,418422,1253933,493032,161972,974610,686024,999355,1224968,178329,616599,94480,689182,576932,355658,280239,219306,533956,10804534,673563,616436,464069,950684,246714,69560,175190,251304,120698,26612,80872,13082,127027,11310,434148,223913,210644,83012,6808,101243,41054,104366,100810,10262
14999799,5128281,3449339,2699591,5383084,1777951,3011444,366270,734479,3033020,1147042,572715,1354742,343421,0,187691,110708,2850520,2138127,177325,109268,9291935,128185,144941,112805,310201,3147055,518352,2202573,86457,1216648,24871,172324,18361,204391,25992,217626,100198,24972,29799,35232,259744,18473,14245,7332,793,7636,6315,10240,411052,12155,3563,2445,2018,9790,7071,6223,8812,2624,8978
9885217,1730429,17283076,5292728,3287642,6814578,850742,8651954,908320,2132742,772756,1561526,3421939,2385346,1956715,0,1227422,835346,681510,641421,397098,937945,2355535,588717,914876,1003636,174479,468445,135672,571028,431624,191313,476132,169328,426845,365270,1774972,478460,109146,441546,159071,95974,48742,233347,85802,40467,53378,60857,153394,75993,104589,139549,9219,102915,17730,30662,40681,52065,28536,10557
3054743,230938,5823264,2771655,153706,2218549,130332,2708437,203654,957342,82415,892838,65174,1032416,110890,260283,0,44381,97227,385495,521012,42978,467294,171714,0,88463,28451,181006,11300,277305,129070,65809,60040,376567,115593,247476,683144,95594,20478,493072,11854,16398,9625,85716,273726,23154,41179,136889,41527,6028,143536,8792,9273,4856,22843,10975,20558,12343,5761,2236
14727189,4713848,2277194,2788451,10379984,1611294,1589191,778204,1092809,1717269,615036,1399084,424586,791556,5162251,356594,152288,0,1472300,181093,107109,2926576,190365,113460,238469,211733,986047,259688,984354,171156,301287,23111,258127,41822,105359,124501,314232,114713,91803,157650,53045,214527,20807,12718,12043,4401,12881,1727,15602,147569,21258,2086,12292,8081,7785,15105,16204,13952,6259,37330
6470385,5425925,1043684,3648437,14459594,729575,5534106,1363125,1049379,670492,347767,501977,1243357,444766,2404806,101842,210841,1355249,0,35301,142228,1564122,44127,66351,140866,265160,1814128,28472,706829,52100,86065,14708,707798,85801,104484,31748,144920,236970,84485,36134,20009,2914550,42718,12024,6826,2384,5215,14209,13002,161193,5190,2812,2375,4758,6428,9432,1260,3922,8606,141049
952542,226389,11908058,1673613,91813,1908130,45571,1968879,190912,1387127,160251,1050967,40366,702236,21163,239119,168070,61972,26789,0,961666,38855,840519,1368242,958791,105285,7539,777071,1308,823985,108319,479351,23287,275290,351247,270015,53191,334135,10340,117648,12495,4352,4979,150613,106863,201970,308260,61350,111052,1488,14336,31445,1822,993,2375,4961,91396,3214,3321,1894
6264073,7958795,8716694,3700970,3857427,4543357,1929476,4631812,233235,3102411,243280,1699335,478586,1845775,290366,2826662,3435673,316734,12652,4408978,0,136124,1026555,1997182,377257,464299,144788,2369318,261052,336449,21460,2180746,39884,1183760,782420,389850,507159,3160963,32709,1582591,49073,6523,25661,281261,1457155,5437888,1607004,2751921,654140,2756,173265,7926,21659,2409,8788,52432,650161,9877,25949,12493
22340350,6203976,3167067,3682567,12857502,1766835,4125990,582941,1227048,3311509,2005996,619792,1152337,503640,20092955,142587,239370,3077179,2120765,252170,161537,0,519064,317921,183777,346908,1005464,477563,1130809,181141,522860,72014,286382,46124,131356,62431,26553,231854,104019,97538,33210,406860,33427,29491,12397,6584,20544,10487,33908,207962,24082,3771,1322,3414,12124,10869,34565,5379,5772,18191
3967131,662052,18222518,2708697,899100,2853425,284963,5787478,564106,1366137,219412,1235454,72217,1589845,302274,3011268,417549,93350,276586,954727,542997,95879,0,1665045,719571,324128,102741,2487814,67458,494247,130670,612415,265332,440730,284399,286000,119350,377306,39709,229174,28667,47797,17672,833952,145017,46282,47572,30469,631231,7599,35808,108489,2518,8456,6831,4675,36141,8967,6522,5813
1116218,92246,12847280,1584922,172434,1372056,98728,1250501,107016,833447,71954,749714,37723,631693,48868,398433,126872,87046,39785,1703427,467200,21404,1898090,0,324770,52342,12447,714781,3084,187917,110304,2226023,40936,274995,171079,131173,54202,255068,6956,144538,9209,5379,7535,261934,116487,57192,86015,46011,209303,676,10456,56903,8609,1164,1171,2032,74020,1082,1623,0
8908419,2167406,7996067,6640144,2193264,3912210,486014,3151681,1103128,3922818,805846,4171076,324384,1923800,517102,881206,543864,345324,829380,1321617,721444,540993,933155,433998,0,810733,248878,348364,122071,5317025,457140,119452,303935,155715,5023161,438572,422594,3384916,180215,415656,133582,146833,56346,98711,90384,60370,192858,42964,110385,42958,146752,50099,5236,24951,38471,19465,214546,10293,16109,12500
14466412,2347233,3650909,2242832,2539653,2337758,1125710,2081377,988973,2301239,2101048,1418316,270996,1273386,276341,448817,212121,267487,289279,380021,923148,192910,177127,106380,197574,0,169751,225698,105369,127581,121624,23412,694462,215977,254556,499060,122705,182752,1490816,168845,582060,33205,327707,41234,82787,60760,18382,67862,69154,4938,71755,42468,101093,63153,9119,194622,10136,110682,625884,4634
10103643,3887887,2138678,2239246,14869379,1179515,4473515,860184,621345,1407411,457223,856774,966886,1275522,0,126724,202235,1362611,2163603,180393,96126,2241378,153615,83888,133166,231423,0,123734,821846,154462,104297,31523,154329,35520,89603,86933,56157,146649,86329,114130,62920,179354,35587,39551,105994,4180,9754,3034,19381,143062,22599,26180,8738,3245,28220,11440,18484,5463,5695,48190
2964633,130361,10649541,1136310,392624,1771824,99249,1741179,106467,1132267,107387,1416055,17573,705843,165403,376502,186673,22113,51594,778506,447478,24552,2407867,632347,273120,98925,6323,0,26659,134073,366361,377012,46450,599287,107178,58278,76365,170661,8481,115669,9203,7960,3846,377702,80456,28264,53534,32541,238351,1036,39282,17584,238,165,11795,585,42160,310,2380,406
11325421,1945208,1836119,2089106,6414066,405533,1819018,152977,632946,1038344,817333,192091,77731,114034,2553942,66465,35982,1127509,274287,62010,22148,1839277,64473,42981,28857,120651,93855,188665,0,43072,291638,9498,45397,13486,33195,22827,30985,57468,24347,10219,5439,36756,4665,6500,1544,932,2771,294,5169,6717,1913,158,1002,584,101,345,4188,412,1087,989
3406699,625700,7601949,3870202,2121903,2154017,332730,1707262,493525,1924598,168988,806783,150865,1063644,218344,674337,195767,203209,303621,850632,500101,109409,397451,223263,5420265,188658,57954,195528,42071,0,657281,68580,120317,68132,2329516,229901,154885,1203569,65545,346269,32758,60514,17562,55118,57165,31045,185499,14702,73041,12428,23270,27680,42126,9424,21041,5373,78584,15724,8685,17486
18499249,612508,14005284,13846753,3634710,5328868,742540,3215847,930139,3411803,550754,5009803,70150,2145161,432582,3158229,377753,165062,674195,283488,154337,1000444,748671,207745,1176095,245527,41929,187162,282110,541105,0,51790,348536,58551,489083,238826,297434,362601,42818,249423,40962,64291,12450,31701,19432,5430,24953,12587,35101,5867,22090,52068,2983,5771,2607,1844,34436,8884,4636,5238
237583,12893,3780099,276360,169419,532821,10433,1102291,25958,215322,18247,215921,9035,148826,5852,184284,49419,9162,7469,740927,132265,692,997085,1961543,75688,7650,18522,602593,600,60208,15802,0,7958,139451,25029,32398,4891,67361,1254,56733,3686,2787,2261,144307,37905,14435,16686,20554,51097,4,2525,28537,0,555,47,751,7606,505,184,0
4428373,1173201,2845426,6606392,2786511,882971,688605,1807308,290751,930793,194656,1018801,1403487,765330,217775,377304,345028,242416,477841,76206,75712,222757,215685,32176,88828,285973,141094,95631,46334,45200,91162,15899,0,42469,58734,107832,345765,57842,69570,54871,26624,48617,21221,7011,10391,4106,3834,7452,21368,22026,5119,3163,707,1359,18887,2934,3748,731,7899,203226
519855,103760,2098567,690836,45760,995204,33973,3015630,59667,328874,24043,280120,42961,220350,20961,57719,481140,26654,7073,122675,90955,7852,377998,56700,68364,11326,7278,362043,6715,36949,63768,31839,6882,0,86099,19599,87662,18788,15620,339761,6277,1071,12911,85356,172764,3674,2895,16147,21834,776,36073,1369,161,45,1164,491,2653,971,6730,963
5202755,570676,6547729,8024408,1042089,6283572,401710,782243,2263592,4033673,142364,1958196,45874,795512,304165,174955,251388,100172,124479,476874,199503,51520,212138,360033,5350449,221852,30494,44885,14933,1997131,844689,22972,29268,31198,0,743502,74782,1044231,50398,104042,33850,35999,4211,18767,4486,24798,61256,5616,38791,5200,2735,7526,19759,778,1637,8290,48824,3107,1305,4092
1555374,71460,4570206,2275541,139712,2856639,20676,1135497,174885,1025426,100584,1768874,10714,4346284,65918,310432,67687,22146,94152,151293,20434,17806,336955,74442,354503,198111,1550,116094,7660,317635,139797,29368,52758,32431,184063,0,80630,156961,53559,80372,6148,16081,4662,13566,21664,1542,14504,810,4872,1993,30743,20125,1400,1059,827,1298,9922,6395,3469,668
11958914,483240,1762418,1470365,829573,831513,341062,758499,401949,741214,257520,1935670,392096,593233,351700,265521,529489,324003,241187,116705,131328,0,87016,52044,137977,414458,0,93219,379339,83288,216111,14934,123848,150894,62364,57797,0,72407,59067,146888,54736,30344,16637,37545,18881,14632,5011,23650,16789,43487,0,3294,6830,14562,2655,11677,2672,39058,10101,3541
3393759,2376264,5751764,4222538,875117,2181672,381371,1589618,443912,1793888,249324,1131561,158767,1157980,275306,628392,301903,403727,421581,834576,1284864,134579,707022,262584,3453003,377635,89438,353648,363683,1129289,412509,89053,306896,49017,1136265,215470,295053,0,83720,284153,57333,79553,42120,52239,50996,33474,145585,71442,55029,18667,58645,15836,4175,4727,1902,3215,406896,3435,8567,4785
3495308,1303461,617411,1065265,2431520,792432,696109,877556,413833,345561,974871,140975,74624,423250,29241,42792,73474,64700,48944,15799,15990,48219,50773,4697,116003,843829,57027,2252,41073,70149,28347,892,13646,852,59377,31552,5613,70398,0,42808,262486,11374,428467,5432,42328,446,2456,39,1617,15037,1325,78,23469,23482,0,265855,4013,54281,67133,1097
504713,58500,1510357,666176,71791,477468,39321,1220396,67270,295089,22688,301890,34206,363162,36780,90717,266254,17494,58060,123388,144174,9701,119469,63795,115947,19063,18383,56585,2025,93989,40619,24396,10336,326979,46458,87757,139102,74705,5074,0,2321,4929,2965,31379,412427,4136,6714,63297,26982,1550,45596,4589,1122,248,15139,9167,4469,287,6096,1437
5710263,26933,482661,490772,196066,185214,42271,267975,268357,313575,344288,218468,10834,171871,13144,74214,763,6487,10384,24137,34447,1298,19188,26539,33430,188843,2144,4157,5972,16683,14878,4506,6936,11588,44059,75250,83205,59848,188838,13025,0,2347,378566,5669,397,6712,657,0,5579,658,1686,389,77667,78227,90,770400,1545,152588,4726,23
2199180,736742,505939,819688,2053335,246903,743398,270560,338392,204909,260486,293116,77687,108642,180411,57995,15537,210303,2583996,9489,35481,342198,26041,7171,27350,35081,210979,4335,244366,51891,20057,2730,50900,1168,14437,19405,5905,13454,27897,35532,12283,0,34736,2519,272,113,3988,1017,1413,70617,4718,134,12169,18322,1880,1051,6415,1726,3424,960
1843761,498019,219937,969034,424727,128292,116345,137921,162412,64913,141188,82331,28379,232548,2342,9853,16701,91749,36739,19266,32512,18248,5668,10290,9209,230732,45605,17968,29438,12559,1600,9184,1946,8213,36591,3893,6728,13856,285291,9047,159240,2366,0,1705,9788,4868,7651,25619,6227,1381,130,86,9598,10182,97,101725,991,7914,4222,24
285991,12701,2302164,211255,23808,662512,12723,1267587,27169,126255,12839,96257,24529,107942,3404,96604,48948,6488,24249,255437,245109,3460,688751,207706,72751,48435,2195,168910,426,68053,11550,88874,9439,67051,32672,13617,24291,34903,2969,26734,5367,3645,807,0,37085,22471,25121,8457,711689,265,4457,3462,0,77,1401,2864,7376,26,434,0
336896,28463,616373,164023,17196,340346,9745,846637,38837,102545,19414,287194,15649,181941,3205,35909,393516,7492,4426,53275,138983,2884,100126,26540,27388,10373,4333,42216,807,31089,11639,8705,2788,148720,11916,17964,22961,10200,281,422612,2888,355,3610,31136,0,11444,13076,6381,12113,5199,27541,148,689,839,2021,416,4573,89,679,1788
108229,34505,276910,32543,13658,63374,11788,83219,3245,54608,4069,19218,4432,19206,2971,5458,10949,3281,861,139965,3940953,10,13706,35397,10828,52237,875,100106,92,24502,929,26845,268,29142,4466,6332,237,5400,591,3462,0,194,263,2324,5928,0,120854,46348,16810,0,6,3448,0,0,481,0,61398,0,19,0
164221,4435,637061,336615,22661,331081,7369,101932,21673,147975,1560,100683,963,163480,301,12254,77796,560,1623,270690,211358,538,25468,19833,235354,413,1372,12930,0,225268,21211,4899,539,2417,80476,57390,3857,52421,268,4078,2044,22,762,2060,2749,107346,0,8129,939,37,4950,480,0,216,0,2326,108491,5,0,0
351825,960651,1034664,201923,104784,283620,56136,510006,18860,46289,4078,26791,11154,52995,71,4525,90343,6650,993,103035,2017738,1581,184218,105973,27284,2778,5318,13837,89,564,3506,15814,8,151422,1688,7729,294,160816,875,127865,72,1855,8655,7539,4590,8360,9240,0,994,0,1554,141,0,3,0,0,19034,0,0,0
139017,5124,601036,78073,27603,169152,2844,784344,10335,40920,4709,58415,1282,42258,855,25390,17330,1365,4670,28995,77243,1614,288280,38502,23621,4506,395,59911,315,10081,24613,17942,3591,4773,6344,5523,2597,4481,1067,21655,385,544,0,413685,2322,4609,3930,1635,0,4,6645,833,0,56,338,78,872,4,68,2
1984163,10141,233834,722596,204534,112506,41232,68645,76902,86514,40722,204528,55036,45330,32567,23243,5167,38927,46336,16422,78203,4886,19050,6242,16155,3561,6805,4591,3039,9802,20386,1548,9691,821,8987,4918,30446,4515,14553,3787,3315,9001,3854,1902,436,1534,3945,3012,569,0,12510,120,14855,725,1119,1789,1678,320,1022,189
121648,3204,895041,172211,23730,2026962,3245,1503421,7771,154006,1896,455922,98716,332255,889,14242,72936,261,2277,41807,6138,11415,35173,9035,14866,33717,6895,18544,71,4660,15206,1815,5056,2018,11887,29914,8,4830,122,9670,305,7521,29,3051,496,12,437,0,2227,0,0,4469,24,63,2231,4,475,0,388,35
305579,57999,1570194,415297,50466,1207699,10847,796316,48945,432577,16994,1052417,7383,227056,19479,127820,0,4935,0,67776,15297,3011,99473,59025,111039,31096,4163,24634,503,55093,9963,3850,17046,6489,20276,86770,20798,38158,6525,20780,1284,7238,722,21169,3678,1374,7188,18464,4213,33,8919,0,0,0,0,0,2288,0,901,699
4183435,224,47224,44916,26662,49613,37573,23180,61753,99237,16094,27293,0,24629,1086,7586,149,596,3728,3081,417,149,2538,1046,3936,1749,0,377,36,1193,409,227,858,138,879,150,68,10630,280,1679,1614,449,689,116,8,5,63,8,364,60,1223,11,0,8021,0,1054,127,4125,508,0
2588621,211,85858,22529,72180,26146,149316,29196,95508,45549,95161,30314,202,35221,13112,14835,80,11,996,3485,44413,7140,7327,488,11091,725,27,801,127,3811,323,123,1805,166,8245,1754,1579,14023,4358,160,10990,696,8663,464,1,2956,2017,27209,901,0,1022,7,26999,0,0,3126,170,140745,94,11
29052,1770,36197,20876,45274,16502,939,46399,3922,3506,13505,20978,18870,4078,2447,3685,450,1878,1124,908,324,2253,1467,839,711,74,2894,153,11,336,14,354,365,2202,424,590,14790,1659,0,2981,4,199,0,186,121,0,87,0,86,113,48,0,29,0,0,0,2,5,0,534
2009695,28097,274661,61426,226994,71250,296891,200958,86634,79449,110325,112035,3721,99300,17765,20783,13963,27038,1882,88887,166972,763,36735,16902,3440,17566,3484,5750,609,2101,698,10172,2194,15317,4331,30793,6183,6130,123272,13659,318226,29216,348224,7993,3917,4581,14937,1178,13823,130,3195,51,12092,10692,761,0,2904,5953,10085,2497
241077,10848,269025,217026,13528,94522,22065,47667,59651,150205,5794,81561,437,100193,107155,22880,1337,5746,1346,36839,104414,2005,17942,13378,618246,3678,1654,20069,257,170300,22002,2328,1078,3811,116620,5339,2065,1091498,3013,3558,141,214,3135,1491,464,4087,68738,1957,2327,734,107,165,0,110,0,466,0,0,540,0
2886075,26508,276995,219271,169531,143890,33760,85669,121976,119312,184086,193373,1023,71261,20022,39846,2806,1849,7214,24441,21654,60577,22441,31668,39279,36922,81,2442,51214,3427,102890,2461,7328,2088,13889,44589,1479,37274,2931,1029,14857,636,4316,1617,607,3217,1099,38,1926,0,356,1,63444,275573,0,10862,733,0,1137,8
227721,95526,72730,61359,45608,39020,8214,95588,89234,32719,84555,20438,2452,93078,8218,7334,15555,12920,3207,22808,4964,6903,1278,2351,6048,502930,1471,461,1649,2126,681,681,12741,564,16551,5707,46104,2960,55540,1282,22424,316,22500,459,221,122,1664,65,881,3,40,54,2302,4115,0,16221,275,4086,0,0
27863,3286,56361,120066,63600,19445,892,11445,1168,40595,1364,77043,84207,18208,18898,685,772,7539,5324,4691,4773,6114,2157,280,352,0,12592,4622,717,1046,3751,45,4486,891,5001,10158,2807,1724,16,5577,183,128,0,642,18,124,4,55,113,180,13,53,1230,1,884,0,27,0,0,0
0,27261097,36277168,42761236,58808959,24264700,23110979,11774715,139278667,17232738,106899862,13046640,3826372,6819890,16599856,6146783,3067892,6202704,13340675,1783124,2983349,13376906,3526777,1512897,3192707,10440316,2644085,1379103,9630544,1940269,7993603,354806,3085038,535617,2149746,832849,6134173,2194697,2548801,1471492,4051198,2047979,1440472,312020,173292,103329,219241,461458,311593,218339,301877,502767,2783519,2810525,126045,1480872,165620,3590156,165243,92377
133510393,0,20076230,19346004,61784474,10693297,17399683,7832903,10201969,8432367,6273593,4483975,2619849,5463058,8861658,1423756,1365933,4932100,7332896,2050109,2401128,6228932,1326385,2151254,1126310,1553994,2427369,2084885,1351979,1400481,1404964,346541,1359399,372502,1851855,324891,793272,1165464,1101334,968714,532847,1205411,463439,225511,138492,46473,182360,313027,256931,258307,139622,40538,191657,77953,144846,219748,271752,121178,75294,79834
63905161,16416415,0,48537137,12414459,52223566,5472292,43896560,5286882,37702364,6065064,34219304,2310592,26779260,3956202,26888563,7014695,2455794,4183636,13362474,6598481,2971393,29348620,14882864,12381305,4418972,1224313,9144482,857896,10779927,3336244,3761506,4077626,2655723,4554419,5988495,2347762,4826850,717787,3813796,508304,773908,230984,2021797,1139051,693082,1308709,585990,1742298,121484,849975,2903071,92220,158372,83650,181498,379781,153550,81231,60659
41685152,3335960,30821191,0,5414953,22198818,2437297,12623949,6207489,15558466,1349145,14780280,2643053,10823888,2354428,4242999,2430369,853521,3312087,2105612,1119708,1588838,1903943,1456616,5916705,1343905,656229,1069007,503399,4333170,18828754,421333,2372859,683032,2539121,2080393,2226529,1898706,183218,1273318,149678,552298,73449,228052,208765,67734,252112,259720,217733,262662,225317,475774,36669,47548,73052,64175,98976,85950,24554,95944
124566141,53465999,18686397,17276385,0,9864149,29855162,5021527,9834672,6044333,9347720,6274636,2139663,4031386,14577958,1760256,1462786,14889174,9062529,1019261,980279,14300167,1553851,942460,1496005,2347528,4409307,1571047,7926492,656960,1890179,308195,1819216,217166,1067969,679910,781884,1461214,533725,944936,619438,1803119,411106,146826,89064,27211,164244,164612,163926,355006,158692,110197,358714,204160,112989,391562,224725,296270,26693,140234
28858103,4255734,45241467,29674672,6535412,0,2125176,28137463,3733365,11178840,1807769,24938893,1036059,27251311,2121195,9367313,3047501,849360,1846418,3802591,1897097,1129259,2814055,2235029,3743930,1777413,406515,1808097,336526,3212505,2131422,733293,1076107,1139607,1626070,4098688,1186722,1368190,618634,1778412,236463,314003,115838,1090324,451511,94888,297070,110250,555159,78640,2435422,1761548,47056,44094,25885,59170,99013,65047,65912,39403
36906553,28568008,4417824,4911215,15484805,2052696,0,2277543,3101008,1761578,3909340,775542,1256412,2029499,4298875,355695,899998,2526768,2716634,563750,930046,4234674,502147,340984,424889,1066653,1646759,588492,3114426,263583,833328,54840,427879,226125,214505,228842,512440,214966,438315,1865534,311502,365508,228939,67853,47047,17994,80490,110208,105945,303500,74443,4247,71495,83782,21475,149659,42274,136498,32523,18557
25348603,4319465,31455606,16568049,5425447,27420242,2276675,0,2829882,5903243,2170805,6614904,787450,15024994,1297503,8719768,4132123,724530,2187459,4574247,2228760,672667,5238525,2350712,2373441,1761994,401857,2838328,175921,2059619,1030174,1145918,944164,3713808,1343910,2695139,1530526,1247043,351974,3605515,275704,388652,140804,1934912,905664,215218,375100,218875,1850945,83477,1856063,224408,79033,62509,140602,142622,204038,83513,46373,45450
212398395,3626878,2608112,5442873,7155961,1676718,1845842,1171201,0,780416,4479574,1037075,568736,702170,575420,299973,314788,391778,1013536,149806,224261,334427,305349,106400,260571,739967,411921,102229,291959,343428,397936,19788,230513,48742,720308,77148,375354,134144,318714,93426,274109,174138,123510,35079,25404,10663,12648,46613,15589,13467,87292,29531,63008,69797,6491,72615,9642,71071,11211,17878
10290956,1571574,35269000,23227259,1799817,14408325,1149562,13778549,936087,0,546143,31282391,387115,6524081,1299497,4313579,1308322,495361,688605,1898053,1060264,648289,2410304,1128690,4700058,535300,352214,783285,247322,3324098,1725231,291995,478650,390493,1622052,1827805,1177614,1228010,99991,1745185,79515,151090,42108,203313,161984,84118,172461,87493,201044,50578,172650,598868,44977,29707,38978,51411,80003,142917,13950,27674
136025056,1114957,1202158,1075795,1799757,524900,295350,244361,8123440,461899,0,540670,56330,1541378,331474,122395,51753,145138,295921,92133,50251,135833,134327,55426,37144,580436,23813,119145,25643,51619,234240,9761,74433,19839,31114,162133,20140,26960,474572,15871,677990,55122,275280,11677,3759,3157,5002,9611,6634,1009,4639,980,174521,552573,9,191042,4447,367992,23670,955
